id,Energy
hkRLpwFJHL,0.8333370422478242
zzmcWkZpVv,0.5394424835600542
MpJGuxMkYX,0.9457773813427869
cJnTeCVUWM,0.3025055892971221
FviiVzOGOo,0.06794188507805399
rPNOLIWsiS,0.8055298614789771
nbumHjtktL,0.010402017257262197
NhBlnJwmjr,0.5109378783347179
GKBfHrDtwp,0.43694299141390136
qqHHfEemQa,0.5104483956145172
jxVFvbnXiY,0.2973189649532887
ANMtXofPHx,0.9353306950198467
uhiLMvsleS,0.48115196871778143
iVHvhAhRfe,0.7342264737701938
FFwzXvDXLn,0.24198309664058426
BSinNjTWck,0.583139592490961
TqyhWUzzAc,0.8149259239171008
KmRVBQEbSm,0.38992552792894175
moItZEJczy,0.5144172192745781
fuOeqHyCAP,0.9425331221209033
dQWOgHuAxX,0.9309250507916998
kavcAZJDXn,0.4827914012170592
fIIuSbLLvF,0.7643383577908472
mxCTdrGIUH,0.30711949623927925
uXVGRpRVUZ,0.37477316257228044
QCFEsxaVIV,0.748357821624596
houoyumRGs,0.4633850520742354
VozhaJYwUF,0.38014772538118935
FVxlwOXZPc,0.23835574817756167
BrtbCaNdKZ,0.29153551585916715
OJLhgOZdCr,0.20572471735630726
imZxvjhDwC,0.021181775399051084
fwmMbvHlZA,0.8816453495235337
kgFFGFEPfh,0.2792445419735543
mRGqeKapMw,0.3512219831011092
befuFeNwHh,0.8947097679780732
UduTDElvjB,0.8460851145617281
xueJDOUzgC,0.8765902179615573
CPeaQsoVdl,0.3235240731458018
aaUeWhDZBL,0.8526977573343161
rpZyVRaSmY,0.586424065850479
njjqoSjYei,0.380811561459098
xHSKOHtZxX,0.5065705466258872
tYirBlGHRG,0.06742835905707278
LnFquUGnhJ,0.8922261104042591
DkWVpuKpHx,0.5269775068254102
NBXyAmtVgW,0.5057374492140836
whFPJCsxvj,0.991746618486729
GHAfwsljTd,0.26866280620656735
rYgEVoiFOe,0.6441317796574729
adfbiJfwSz,0.09600007709800962
YoFtrNlDjR,0.9634686760922949
wGOevPbRlW,0.5891331051682965
VZeaRoVPlM,0.3199777337366555
LPUUXKMSUs,0.9249566814016341
ftOKySeVAo,0.9925187472214925
GMLPWWdkEo,0.3597168916755713
KzFpkMBhHT,0.781893284245453
VjqSyeJIsh,0.9771620714579358
lwJpbrXjdZ,0.9066916484429062
SikGMdESyh,0.12333298921901326
iVxcntLOfa,0.03274116471228372
QddhoNEXfM,0.23777684515840547
UGBueVnbRZ,0.8346876979317479
USXlYOMSCi,0.20980998258496342
yhWTXIGojr,0.1132142849641461
pleDdpyWbK,0.5662575352152924
FxuAMjQPDk,0.29111695916681546
hEPWgpPNfa,0.6783513922537788
CptJgjDnXQ,0.339290623351721
JHVxNkzsek,0.5455049088701421
vHEHxAIAnn,0.11393067090887843
tEvasHLkwr,0.2519994336309108
OgWWvccSfB,0.06672201806659694
tYLtkqsREw,0.706814832026351
MRYqLfYakV,0.7311994831625152
PygEBzOpii,0.7584293654546443
XRSVmWnMDL,0.10303838162838719
NfeWEobRFR,0.5070737711927422
sarltEoJWv,0.9594938726123486
IKhAOTDQLA,0.149682675663956
RpJgBwKhMm,0.21843660432984202
TzfTQDsrYt,0.19905044181171905
zCaMpaZKvq,0.20636649906331184
nABAxVfsdY,0.5162583175466924
CCaBXKnjYr,0.3460129761839842
IeaoEijBet,0.12006347995933031
lLJjIGjeUv,0.7230005392643531
dYsdbXqLut,0.015100070863198534
vqgTYREnuD,0.14861669988038828
URmkiJAdAg,0.47881106517821503
ZEwIInUgpe,0.10808529932625177
URnEoglvjC,0.329472276397457
gQSnmsXGJV,0.7416904335881979
isLEsIntPW,0.07894545234211736
jjQCDrKkmm,0.45251164176447567
ptnoTvXfzE,0.9196739056083391
nfyLfMahtM,0.574447189106215
vRJGIreKOU,0.398081673783066
TXyWCiOEUK,0.3522122130333185
aVIglXxvds,0.4259785774784336
guVaOMeIsU,0.16480084932369132
MLKJaEtjtp,0.8706958939077338
xtPPMoJDot,0.23854211260503977
UIteQeoBgU,0.723993023319509
mRaWYcYirg,0.6854721600081249
nqUWQtGHsk,0.7255685886747324
nrRIdIRQCz,0.637806271609491
YeyxSUHUIz,0.39602488522579027
ytQjAYQFBf,0.24325091856997327
lJwGNxQZXG,0.06606931097379154
waHYRmQdxf,0.890256440812839
QmQbqtmkpb,0.37574710174936676
JIqpcjXQdm,0.10459411643097094
tKvyZouIwX,0.9956713466733611
ougYfZUHQO,0.17954693482893103
LquuVNjYya,0.20654814167637991
WoeAmeXwMN,0.5280346166848874
mWsIpxuHhX,0.7633623787880824
vjkQeutymB,0.5352729209551923
pABYVJaCob,0.4995982296843088
HRxSDmyalr,0.8839356915795135
OQwFiXuIiB,0.539204399802335
xqWkZZVWXj,0.024316689210168274
CiNDzYrMQn,0.9982522552632341
NSJAhczcAd,0.17892198332918874
WVGlvzhtmS,0.8891333533809129
hDtmTlbaIU,0.4567939227901374
dEtctYNzvL,0.3911443806234367
nTSPMGWmAL,0.4754965643245809
mkgHkEbeEe,0.3806130412946608
tiCMLicjuN,0.5589704642968328
FcXsMKSyxW,0.8820042181670114
kfumDPaUEP,0.3166524137784299
ZZvepkrAZY,0.5048945947105451
gjnjNYAdkY,0.06566466813452232
xfLiRBcxyA,0.49597102168400053
vKdCyufqvF,0.22903707057627254
RLupZKzDrF,0.5375137070004022
IhuPFdMpxj,0.8177748318550496
mecgfxoeFq,0.21191239165701925
UGabnrdrEW,0.4359532475378919
LKPqDBWmvn,0.18442537316944274
KjGdoGTWIs,0.873076463685583
admfeWQUmR,0.48883890509717187
iMzbnIfjRa,0.8885352340931323
SAIjvkeSgz,0.30774381804507667
QueVRvRHpy,0.956334006886734
VHRtQhXjxG,0.2487077817351947
eVcstSPeOb,0.30577845065830933
MPWPsvqyqy,0.9972255896362723
fFJnBNAOsp,0.8478072068843502
ZVMZzHjwMq,0.3371511356837771
oUQfPPCxuN,0.15609954559328365
BFWWUmplUj,0.5686344647034609
uvQCjNYBEG,0.9656390484241436
zjYaGnczNV,0.7324686337799017
AHoQBvsDpA,0.36293490638035286
EsoHNlZTWT,0.038174006352384104
SLFTLRIDKH,0.868004819037409
qTBwVteMDp,0.11537070350195078
SzuyRxIgmF,0.377630321439841
tctyARfSGI,0.10143665112074984
SUCxZLIXuo,0.029571923576274695
DgwvjAppwf,0.4216467884224909
RTYinWhzRH,0.45126416462474306
ZqRsEZIyum,0.4301970746169038
DwIakfPIhC,0.0038076727257441156
NzaCUlkJLx,0.8296641572501872
NKjsKmwdSv,0.6831391441058503
KJPcyVUjDy,0.2866264489315655
qOYPpVGgnn,0.4120943160942656
mHIQojSvwm,0.9493357902785483
nlwkwqxfyc,0.4187990317339103
ajyXldOQba,0.9678569819112658
BKWhJnhEom,0.5539336862143841
irEwdzvxpm,0.9529105968365711
vwRFstyzIq,0.7264953301087067
QxrtLGMann,0.15917173455721756
MJmjDscXtv,0.8651421876769322
sctQvMZLxN,0.10220932220639622
DomEyUUInf,0.9719560720692397
cHUImPtdzZ,0.6532712100569354
SMbnPYWVoL,0.6070444377495542
wVGTUycFDH,0.17993307344949871
wUQgKSqUEW,0.3684196565788894
bIxYWIagmr,0.05064412885817271
ODAVCPqcDx,0.4096245818984673
rWXUyOWbtd,0.4981174380603718
mDQWdyuIIF,0.755427714164878
rizEGazpmE,0.33941859778277395
XGWkvabeLm,0.5955586812730113
UggtohbJyf,0.8791016100188493
ByCbcbGqkR,0.794659401556191
lAAZjrAfbc,0.07929156951222593
bWRhWUGETJ,0.6883511088877367
yQYTysaHdr,0.7921010006918631
GPotSCInLX,0.28861839094024755
xxRHfascOv,0.03221002902213577
HdUYCMuLBS,0.9275821273621214
boiVTocqWP,0.37193400383848463
rMUzPbIGJQ,0.27354178231701587
FmqUWesdEr,0.8812343777106776
AyQuFuXNPR,0.23971219463855153
rHiWwVJjuE,0.45099109876429866
CUEVFYiIsF,0.41968623057515686
CUNiAWqgko,0.795756891647849
yUXfqnQsGX,0.5219513472038185
MPesJmpNSi,0.8976021225709809
LhdMMntIEH,0.2525422352742459
UPGdbnHADf,0.7038782240704388
gquxxdSvAH,0.5972898078298705
icIjSyXgPz,0.3458301994266587
hIeGdONfEQ,0.2659591596117733
ypPNIUxlzm,0.43992507733062514
jCgTGfVyRq,0.25878149058316224
nfEiqedUIw,0.9732430432102026
jVFVYSNWAA,0.8016327138511027
IvWJPIISOT,0.3187454943025002
VRcWIkLGAk,0.36496853172940835
ySMQNbxbkO,0.4919648492827726
hGOAgdfxwc,0.6811881698348274
srsAGtNzph,0.5727361168235389
CuOocXetcO,0.42448255995168127
CMRaCRHwyo,0.38705005173396567
SnDisSpzMy,0.12821356979827403
ScBQmouXbF,0.7876741451543728
nWaKGrwxeu,0.427848499233914
ZoenYwNpKX,0.4104417471049814
NwfPmCWBmM,0.0981642843122984
glLxxNmTQf,0.6094988135291056
LOTfXvQfac,0.4124410342507505
fCGCsOuacp,0.7274057543401284
bszXzuIfIQ,0.184758044149828
KfjkyMKQMK,0.12750607204120834
TvrCsAPXUN,0.030079599359797315
sfeqVPZpZZ,0.5673846481041261
TYHjrdlKHY,0.9507956994333853
JPGOwoGwgp,0.05589774336332087
XNkZJUBEvp,0.14400546048576346
WbGgkixuzX,0.8313365466679737
xLUFkMGKNP,0.8628208308641478
DWqKaNgKbd,0.984047676122169
NILiSbFFAW,0.8561576917610829
UNLuFbQcoV,0.4088339730994478
tpUitXZTzv,0.34566073546652754
QuRTJBhQvs,0.06444095864915655
sQcRErCvZZ,0.7843405652885261
nEqNsbCpZw,0.8933354764639503
Drjxzydevh,0.05769137422355364
TNmATxeHFc,0.18300688791113517
cTCHhJttRx,0.2955319611490569
gPwBvghpbC,0.12204729088332766
rUtgaQuYGr,0.9296752722978743
PEkSfJZhsC,0.5984772463107709
VbnaXATdCu,0.4162630222968573
QoBujQADGe,0.2542242128664369
SczwySKyMZ,0.23595825112728774
QTcjMonNAy,0.844379373993987
ffRzRpiVOY,0.19450550858173643
AqtWSxHKCd,0.08548404316919844
tlTCNMTIAi,0.7138072758766667
iMrpAZGpys,0.6406478453150263
SXWWCyksXn,0.3536128810919472
CFQhldzwbb,0.8564009827262865
etZbPAPzor,0.46963596300195454
JvlEdOMtqD,0.43580731849974097
FAYllkQsox,0.681242167474991
iVLBpJEIcO,0.5687649684600393
hxmmnVWqTt,0.24488193515944412
EZdechCPms,0.8212611534335511
ozRwpJKjsP,0.3770775393475695
wNsEXRAotq,0.20257303729144338
EpatQJSaQa,0.014211421124743717
QpBOivjUMJ,0.09942633784921373
DzXMCbXvee,0.9340408534785078
LqyNjgrjwz,0.31870164805022105
rhGazgBVvM,0.9548056637978533
WCajJZCDJS,0.6835219967555342
KIxiLUVfmc,0.30098542076368784
rROEEMWxOx,0.38519196618826923
JfKxfEfzrn,0.5632645948616287
gXEYKEVvxL,0.30722612030731644
rGXThVAqTz,0.15260925888765098
yEuZQQTVQP,0.9902884661277903
tdUvHwwEHW,0.5908230996016139
VAiYxqTmlD,0.40716489431406544
sqOPceOKCu,0.6236430219884388
wgFCBbXzlu,0.6301598018582633
eeMBKjyzQZ,0.9916285147840291
zWiyAXkLls,0.8806125149472811
rNQGHTAjKT,0.35067044913871537
bDOIWCOIvx,0.9787623908149456
sThzpHtFin,0.1298218740590853
ZRqBGcGXOi,0.8683377048932511
MydvYOhZHV,0.7571698106363838
UuOLTUOQjB,0.8413469741793378
ePQQXcTkHu,0.8230358157922506
cyzAzZmOCr,0.8178182885388745
FPiRDUtiEj,0.5218203259782532
pCWDiDNJNa,0.744133283461021
QYsVXYitAj,0.7194032195144754
EmtxXIPhYI,0.7983110377961958
tuyytJXLUy,0.9790741333252208
bcnBfKUXmo,0.8149483960355104
DgfgMMWsDV,0.587083752368243
DFAhfrXDKV,0.8667435380927101
QJOlrSqDME,0.8502423685513921
hnQLbAtYlm,0.18465521208660518
HAAgGhJYIQ,0.9740340108169236
qKTEeTSsCx,0.9246620196568618
RmwlQkVExp,0.48216184909308113
hycoIknaHV,0.3921514627140755
vfOZZEaQSb,0.09039565562504348
nYtLjOFbKD,0.9819308053376631
EkcKagqBqM,0.8614069394828187
RnddFyjYHM,0.951894634432401
NDcVNwWFSI,0.666751126955958
dRFgchkcoA,0.6702690393140646
yMavvMaRSF,0.27322837113191967
YyDZyWlSdh,0.47378942311002026
VdYGHaccFn,0.939702553526871
tgXXBzHgKb,0.5405001195313784
TwFXlPWpuj,0.27661274431876126
uMeoCfOQNQ,0.15736661078791114
JHEAadkqOe,0.2766023449389797
deNlTwBJVX,0.5935394091041428
qyWSDQztfr,0.855505859947994
FXkcqLVMlk,0.4600369807312479
QxVLKknacj,0.6782431470590566
swSEgopgFm,0.27245569678288917
KSSilfAThN,0.5491856600002332
LiIkRiFYCA,0.3319028431833795
XinscuMOwa,0.1322923854587158
ArJLbgnBYA,0.1360804412916996
gcAHTEluQQ,0.9538265317582872
EijOGxJuGs,0.8585961690652494
svxejNpZxZ,0.9912124233918645
WzOiHWAqaw,0.8669244810624682
jsUPPyVsXz,0.25288849157605753
wjpJbAPwfH,0.9047393284930159
khYnheQENa,0.06773684088550624
edguKsXrJJ,0.6598978483967034
eIOcgdzhUM,0.39360415701352025
tAfISraZhQ,0.9231729504985046
WLldNUrLGH,0.8530539495543611
ILKBrYxgUa,0.4923614083305843
cCxILLmnKI,0.8144165775852044
PXNLUKLcWn,0.9906366428085072
KJuRDySqDZ,0.6460138452690734
zkFXvenWyx,0.48780129592803867
TmKQpouHeF,0.5775458635849922
ydmFjVlXfC,0.7448886695730975
pJNjTRfRPF,0.2423351193362382
VFnhsKtret,0.996704969765618
JjzHUlbAIg,0.5298215208803131
yPrCRhAOkg,0.9048755675596842
rSGBsSitnM,0.8191903940011751
XHzloVWtLx,0.420895967164849
UVmwtWFsCA,0.8938378199587437
NxDSEbyqCM,0.9164159124889574
FObDmeskAA,0.0677428041064827
ilylKjpfxz,0.7415681577495861
dfHgcOsmaz,0.15026882365362626
ZxUlxfGtZG,0.3996050229450887
mLsbPdaYqR,0.43808134727529546
sESrSRkkDF,0.28063303129161954
JWanuXfTRe,0.8607090037050545
CFYCsQbOkW,0.1425511077887318
CkDLMuJQrK,0.8995063022810301
LhUTkEkmcw,0.5285188069163185
GfizLKnesT,0.33535982466583425
CGhGgEqOzx,0.6718124636137548
OwqyiQIzeU,0.5158725103364412
mUohVmUjhe,0.4566013595534737
TdgssRvfNk,0.7995646268891125
baHsGeWINz,0.4240350302677075
roMwjEyjRr,0.19454867549478305
NSsChDqvlo,0.9595423728381589
AGRSciiRQG,0.06598203890187804
ciujHwgIOr,0.0720483196533126
eHhdfFKXZv,0.02033501323296205
diwlmlblRi,0.46194367037490547
CyQzNXPjJe,0.1439351405795395
SjwoDflpjI,0.17035247682630028
EQpljRmtIl,0.690263989278979
EPwARiTIYW,0.14359688664020254
OujDteWFhK,0.8082796921062184
kDXPXiFGas,0.4886043112862595
chAWpRlwll,0.37203311050457644
YbxajQssQb,0.1471121368162076
ZnKVfKrJYm,0.7931993086752012
QmFlGJOvxu,0.44313021112586704
YahKaKudVn,0.9008816825288799
EouviIsVKI,0.21859563398238435
sddqngGusL,0.7425277184075046
khPZemIKEu,0.47300660511305126
qqOJCWqcTr,0.6785240998830471
oLrtaEdzqL,0.9290553829039006
lwnZgkFWIr,0.1804134566408906
WwfWUYnUDe,0.22496940070851457
VjuLldxGCA,0.2234953237101167
SoWaZDJGYB,0.4448004015316259
fOavxrgPeb,0.777783197622951
beSNaLaKpW,0.9048825649173512
RecFLbJjOI,0.721930053674412
KWDsiRDWFB,0.04032819910437613
DIvDDbZtJx,0.6719322303033158
jXcCPGZTeb,0.6465413741803839
EOZjgYXptv,0.5317160370311406
ZbmPVWhlzk,0.7854271885050254
tLORoCFinN,0.6506672085843789
bGksmYymoH,0.15794941585596556
hbSwduypYX,0.09611105405905562
gcNgGiTFDS,0.8966977567851868
GeJNCfzseO,0.4773139957764756
iyRhzPtzQJ,0.4547012441408066
NFfYocXwGf,0.6743400799366059
yBpmlPPLMf,0.9865674437793875
CigcdyFreV,0.2545268371574272
fBKVZeEJPR,0.5042291991217075
wNcoVKcTBZ,0.01683139055100591
ExDibprtYV,0.6196141351317087
AneRYrOEsW,0.658880777709954
GbpVgNAkky,0.3343516215251321
YUOqcpxktj,0.7090592254399188
WMWfWOnWHe,0.18157846481857298
NkJwsiqcmu,0.7895877042404014
PCilCGIJKA,0.5302229007639253
hMsSoPUZvY,0.1453218619451232
JxYKvbkmBD,0.6717521804453574
DzjXhDTnlO,0.9804978570589635
GsNyKlrBZf,0.6334690511963477
smJNPPDZiM,0.36035295487691343
XDERjhsMAX,0.3462536741617933
wohUOiXgya,0.3844515800831724
IMcMsSdgef,0.636200881702823
zRunOgzsUY,0.025895838656444847
CNiRLKNOoi,0.09329098458642548
PQrqpzPEPf,0.714217810775218
hKwmNLolqC,0.2735120826834515
LCXXRdPjud,0.9624786237852988
PUwzCnLgeg,0.7784089634334507
VYYpqdvapp,0.3534632593312087
dOFBeXPCgo,0.8056700030518884
qYsxjnxQrK,0.5350347029678032
DapwHvlhRV,0.974722411618443
pnBkXtPiJJ,0.5443943695609351
SDfIXlvNPL,0.8691446359593695
fnFIGOQvPF,0.8948854172651113
MqWaJqmied,0.01901537668215314
SyiqhKvOvd,0.16718174192970803
FEniWEkuiP,0.9299182235490722
JcastBjRWZ,0.5145353237028845
LOmSCFeZbQ,0.8655572150942665
qwVTxsUfEC,0.20462440602809162
jVqMHVeLNb,0.2842538064781429
GTcEeTNGPT,0.6279371305569053
qrdbZpjDRr,0.21827551947969048
LQWpcSFJYU,0.9641515686779919
naiFobjWhH,0.6360059323510528
OaKkLdelSQ,0.7609294663478526
ryUkTTrKbs,0.8005495318764083
wqReADFvPF,0.9418401168959295
UcCUZazFwo,0.34110870028820817
ryHexTFNgR,0.023569557084177406
vKDMRLtdxF,0.5285308401833482
ljfyVxZoza,0.6487059252653524
DWWGVbmEZf,0.5461988624560009
dDwGIZLQvX,0.020475012638464962
KEuFPyMkWT,0.9067770676107224
LOvkHAjFEs,0.6711692890289205
oPqSVgKmbH,0.486218155303335
TiLfwoKanF,0.6646137910897348
VBvwVPoSCu,0.24671898060175212
wvZemJgZIK,0.5941921365290044
zkPrYMkbXG,0.1424678894594985
RhFtnHtCSQ,0.054442547170890476
HEgsWqlORm,0.07284876206272572
VYDeTGpiAs,0.08269563632818622
vqmuMBxEHs,0.017969910841441505
aMNPglnqmL,0.904893149613065
lbaXBFfObp,0.8528826895264804
MPBQDWeXsg,0.08865473093659659
lYcEaowZWn,0.822551954014536
ZQLzypWOSI,0.4594080884745245
eiLFfvYZMI,0.2972734160325654
tzcTAfwonc,0.3160694012473123
aVSiPcdRCs,0.9417743215441146
ZeGATMnycP,0.484355932911557
GdfhTAWqzQ,0.6628693404410964
dOqdKTUlOG,0.6072793931089495
HQCXDcTRnz,0.7374842113302705
pHUmBAotuw,0.5600018864981948
WfbixnoRkl,0.45053730997625463
XYnUutPVrJ,0.9159463147363283
KIICVFFCao,0.3514105450202808
HSZwYtjoye,0.5881421898927816
oxYGHEpODL,0.3456475645638539
RumcdSRfEn,0.4920147033834702
llVWYtNLoT,0.3545115451152602
KcktkOhBnM,0.8929902429210909
JsmXVICJbX,0.25415564793872236
hbuOapfgiD,0.024057656308296482
rhWhBwtGFo,0.5159812450532669
wZUZmQfkql,0.21514278207502435
AChEscJcXp,0.9860194317836011
rgehtfkagN,0.39829707582085905
vRUXargYUH,0.27827911688102536
mfbRNrQfCW,0.048256280262001794
BsBUtlrwtc,0.8310379617875758
WKntSHtWXC,0.4360459672819854
nNwdNoBzJQ,0.8225127530015469
nJmbjELxyN,0.9078444967412873
yVSednSUxc,0.387836797753622
IkPnhlRoue,0.22887890250107623
arqmSjftdR,0.5213896145542741
mMCUkSrlTm,0.07818744385713117
ApQgFleSMa,0.09738718503833865
cIZlYxcwHd,0.31830831151217154
eVdSbwikdl,0.9810729075439811
sWpWwecmgc,0.3821017950372063
gVCosieLmD,0.731462716104802
iBCQZpygKW,0.8582984368795284
ZsQhUNUgEE,0.3353658117632946
PwSIQQfSPi,0.0824472049996583
VwXJWXSMSV,0.3659775733084044
vzXSLvDyWD,0.3998285285054418
DYfZmqCvRg,0.9574844908276428
gfFdHcUZHx,0.7291554648677766
QleHNXmBUG,0.7967270376794737
iEDVXGzFle,0.14668262083444983
IlbhVcqIXp,0.6852238516306289
QTjOWvQhhT,0.8080671315245989
ZfiMIQsHNN,0.40229109058740864
PedjiWkIMl,0.30333389829461077
lpkrgsSQUG,0.9695130685701087
qrPcxcOBgo,0.5797328249931594
pHuiDMzlGd,0.053284362859059464
IaRInOrIEw,0.8120814347972488
wTscpKFKlh,0.3882954965848896
EVhHgWZZga,0.22162170751915877
JhAkoycCqL,0.5942195032915512
imEkJoDceu,0.49782002898171596
BmysdyGwIz,0.058661147579023076
ffAafsHICB,0.3548435543778313
fYeWcoESXW,0.42854973590058054
eQfjNCKwUr,0.5401875300565826
whXyttVWwR,0.6292956013631691
znZILdcYGJ,0.7914987601274229
apMOWIPOAl,0.47737099221974144
RANnkPmfNK,0.8212963953268378
CDSLoeZtWd,0.3115937945750571
IqRahiHEEa,0.5960466584547774
lfdAqIzOwb,0.9288706893280758
zxiwvhcAvk,0.41613021198405853
LybvpfqdXb,0.8629601915383117
UmbmdgkYnz,0.006835772801211393
AOKEgAsWlF,0.8167214688312467
HNZwKPWaQw,0.5410002980955665
pkPcezGcgJ,0.6503548976992626
NEXtLwaXAU,0.4767697904165519
nkhhNDNUUY,0.9309137403175755
qCkbdemZmN,0.9643209896856929
RIzDrleXKb,0.8326803253541448
mRmgzhqFEX,0.5642979761531242
wCXHkfEPhU,0.21716463592066027
hmMZHRqANc,0.4817438517774514
lVWxyxtTlQ,0.612948013888932
vQPsNbOGCm,0.10133415967596171
YfWohBYYua,0.8136598010029713
qsbWAHGjqS,0.2925899041364036
jBWJljatvM,0.5447616578734112
AbONxnZxJL,0.7080252243906426
mwrSrnptWe,0.7254706254967201
rcyNvJXVaO,0.3995120188849982
hvbGhAZaXV,0.062307494796176144
BqVrWwzVdr,0.2072170136780218
PUZPSJNzLe,0.014515899944644417
tCeKFwJkyv,0.08428361393900707
xacJaKHZBS,0.7846043975827716
xhurYgbDdp,0.2673278698284344
wGDrpNYlYV,0.76774958517896
PicMWczyJR,0.1867765021412432
DicXIwZKsL,0.26048589571009617
nuEByrXgIS,0.6018672165416223
PSGODcyscE,0.6584174959500908
EAYvmpPAFr,0.9315925977638067
lbhRovDMGJ,0.7521917738982422
PtZeaLViQm,0.6460319276703846
UBLHvnnDGO,0.7437511935639353
yeDtwFwazn,0.6308003678908621
AaoUDiHnXO,0.768416433915012
tsnAhWFFjv,0.741460460642467
LTwJyXQNrb,0.42629922592219227
UWLPjZdJmC,0.8286309682772615
ubnUPPFPAV,0.6939245250976197
fprMifkjmH,0.2947166942088807
zMvoOMBXzZ,0.7553499168786388
gkbLPJiSJW,0.04433756665494781
QnTYurnMDI,0.03439739122205232
irSIZkyCKu,0.7187046314415075
vnTDXiWdyy,0.8747927012193499
dqwZiaoymY,0.2559982941864771
bNvBOqfnCy,0.7521682645788064
knskrQnpCQ,0.38438843463489425
ekgKkXBtLD,0.07719031596837544
DgqWcsfFuE,0.003390075854940444
ReLNNHHgBl,0.29622431043185193
xRSSTNOhkx,0.971185043467394
gNzzNenzwS,0.47990201309088887
bFMtcCJUsS,0.3289823415304296
tHLlUKWQee,0.7798572018170573
qQDjEUaJyk,0.09747807941161868
leleVdyBLy,0.6019950059016849
cEpVnbxkvu,0.11292674472728892
UHudhPCxrM,0.9488119525732726
mMwpVVZBXn,0.5717406222291016
jdGWOvcgSF,0.7697737486684526
vZQjhCiSaz,0.6732136591177376
ivuVehWzKd,0.2377677302223582
qBEwdFAsHZ,0.77206180676248
jcYYHcMGsF,0.8846459936877727
IqrLFuAVMX,0.9165989874706157
lYbSzwyvDy,0.5381199202670972
ftPOKMaesE,0.5847450203907546
rYqGDnZwcU,0.46618321661542206
ounUdSfMEm,0.9176258115313115
spQMdjlkis,0.03032891060874754
UycosFOOMv,0.13537438094099707
AntMRHuPVg,0.40394257485788154
QrFfngSApI,0.3838877421251742
LLpxnRmMaw,0.1721977298878512
